foundation_model,train_mode,reduction,source,raw_mode,sensor_filter,epochs,batch_size,lr,weight_decay,cv_folds,row_type,fold,n_train,n_val,n_test,test_loss,accuracy,balanced_accuracy,f1,precision,recall,roc_auc
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,4,0.0001,0.0001,5,fold,1,337.0,38.0,94.0,0.8926011095655725,0.5,0.5274209486166007,0.4891222391222391,0.5037157287157287,0.5274209486166007,0.7568595328431519
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,4,0.0001,0.0001,5,fold,2,337.0,38.0,94.0,0.9466056329138736,0.5851063829787234,0.4830204216073781,0.4461817100532533,0.48956228956228953,0.4830204216073781,0.7539662963422914
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,4,0.0001,0.0001,5,fold,3,337.0,38.0,94.0,0.8384438689718855,0.6702127659574468,0.6096837944664032,0.5772648083623694,0.5898245614035088,0.6096837944664032,0.7792513641526195
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,4,0.0001,0.0001,5,fold,4,337.0,38.0,94.0,0.7803570850098387,0.648936170212766,0.6336580086580087,0.6030065961036969,0.5954385964912281,0.6336580086580087,0.8002384433305485
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,4,0.0001,0.0001,5,fold,5,338.0,38.0,93.0,0.9607299489359702,0.5053763440860215,0.5785682916117699,0.4830447330447331,0.5066972679296171,0.5785682916117699,0.7789211466557004
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,4,0.0001,0.0001,5,summary_mean,mean,,,,,0.5819263326469916,0.5664702929920321,0.5197240173372583,0.5370476888204745,0.5664702929920321,0.7738473566648624
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,4,0.0001,0.0001,5,summary_std,std,,,,,0.07052198251191673,0.05480271844891838,0.05989530907270063,0.04578630173675551,0.05480271844891838,0.01694272005872611
