foundation_model,train_mode,reduction,source,raw_mode,sensor_filter,epochs,batch_size,lr,weight_decay,cv_folds,row_type,fold,n_train,n_val,n_test,test_loss,accuracy,balanced_accuracy,f1,precision,recall,roc_auc
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,both,50,4,0.0001,0.0001,5,fold,1,255.0,29.0,71.0,0.5142300968438807,0.8169014084507042,0.7710227272727272,0.7535380507343123,0.7413967611336032,0.7710227272727272,0.8636363636363636
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,both,50,4,0.0001,0.0001,5,fold,2,255.0,29.0,71.0,0.39186906163961116,0.8591549295774648,0.8204545454545454,0.806644880174292,0.7955974842767295,0.8204545454545454,0.9272727272727274
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,both,50,4,0.0001,0.0001,5,fold,3,255.0,29.0,71.0,0.4343691381140494,0.8732394366197183,0.7852272727272727,0.8050045773573391,0.8328912466843501,0.7852272727272727,0.8784090909090909
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,both,50,4,0.0001,0.0001,5,fold,4,255.0,29.0,71.0,0.3414320400063421,0.8732394366197183,0.8517045454545454,0.8293724966622162,0.813259109311741,0.8517045454545454,0.9534090909090909
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,both,50,4,0.0001,0.0001,5,fold,5,255.0,29.0,71.0,0.41333494975533286,0.8591549295774648,0.8375,0.806644880174292,0.7869433198380567,0.8375,0.9083333333333333
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,both,50,4,0.0001,0.0001,5,summary_mean,mean,,,,,0.856338028169014,0.8131818181818181,0.8002409770204905,0.794017584248896,0.8131818181818181,0.9062121212121212
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,both,50,4,0.0001,0.0001,5,summary_std,std,,,,,0.02069991331929444,0.030617356526342343,0.02503805343753466,0.030668844922080375,0.030617356526342343,0.0324385765540376
