foundation_model,train_mode,reduction,source,raw_mode,sensor_filter,epochs,batch_size,lr,weight_decay,cv_folds,row_type,fold,n_train,n_val,n_test,test_loss,accuracy,balanced_accuracy,f1,precision,recall,roc_auc
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,32,0.0001,0.0001,5,fold,1,280.0,32.0,78.0,0.6593840091656415,0.6923076923076923,0.6047430830039526,0.6090225563909775,0.6181980374665477,0.6047430830039526,0.6671936758893281
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,32,0.0001,0.0001,5,fold,2,280.0,32.0,78.0,0.6541329500002738,0.6666666666666666,0.649802371541502,0.6318082788671024,0.6300617707618393,0.649802371541502,0.6932806324110672
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,32,0.0001,0.0001,5,fold,3,280.0,32.0,78.0,0.5847638226472415,0.6923076923076923,0.6426877470355732,0.6388888888888888,0.6362264150943396,0.6426877470355732,0.7636363636363637
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,32,0.0001,0.0001,5,fold,4,280.0,32.0,78.0,0.6167246515934284,0.6794871794871795,0.658893280632411,0.6427917200952555,0.6395833333333334,0.658893280632411,0.7035573122529645
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,32,0.0001,0.0001,5,fold,5,280.0,32.0,78.0,0.6655555734267602,0.717948717948718,0.5689935064935064,0.5675403225806452,0.625,0.5689935064935064,0.6672077922077921
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,32,0.0001,0.0001,5,summary_mean,mean,,,,,0.6897435897435897,0.6250239977413891,0.6180103533645738,0.629813911331212,0.6250239977413891,0.6989751552795032
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,32,0.0001,0.0001,5,summary_std,std,,,,,0.017008332258232825,0.03353754798110382,0.02781516360772749,0.007677571399988068,0.03353754798110382,0.035365868879912846
