foundation_model,train_mode,reduction,source,raw_mode,sensor_filter,epochs,batch_size,lr,weight_decay,cv_folds,row_type,fold,n_train,n_val,n_test,test_loss,accuracy,balanced_accuracy,f1,precision,recall,roc_auc
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,8,0.0001,0.0001,5,fold,1,337.0,38.0,94.0,0.923923522868055,0.5106382978723404,0.5672760210803689,0.5056116722783389,0.5003840245775729,0.5672760210803689,0.7338386752731517
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,8,0.0001,0.0001,5,fold,2,337.0,38.0,94.0,0.8280038427799306,0.5957446808510638,0.630467720685112,0.5762468501878001,0.5761904761904763,0.630467720685112,0.787511377851243
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,8,0.0001,0.0001,5,fold,3,337.0,38.0,94.0,0.9518815228279601,0.46808510638297873,0.5662384716732544,0.46583699157538816,0.5018265784394816,0.5662384716732544,0.7510336715404077
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,8,0.0001,0.0001,5,fold,4,337.0,38.0,94.0,0.8068988640257653,0.574468085106383,0.627435064935065,0.550858732462506,0.5616057233704294,0.627435064935065,0.7871809598783283
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,8,0.0001,0.0001,5,fold,5,338.0,38.0,93.0,0.8139469854293331,0.5806451612903226,0.566183574879227,0.5609243697478993,0.5704838896328258,0.566183574879227,0.7999643461886023
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,8,0.0001,0.0001,5,summary_mean,mean,,,,,0.5459162663006176,0.5915201706506055,0.5318957232503865,0.5420981384421573,0.5915201706506055,0.7719058061463466
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,rotation,50,8,0.0001,0.0001,5,summary_std,std,,,,,0.04859299931365821,0.03057998516023814,0.04055585743757784,0.033794822307845786,0.03057998516023814,0.025095411194083216
