foundation_model,train_mode,reduction,source,raw_mode,sensor_filter,epochs,batch_size,lr,weight_decay,cv_folds,row_type,fold,n_train,n_val,n_test,test_loss,accuracy,balanced_accuracy,f1,precision,recall,roc_auc
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,1,337.0,38.0,94.0,0.9107743729936316,0.48936170212765956,0.49815546772068514,0.4743230625583566,0.4888888888888889,0.49815546772068514,0.7409522470453273
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,2,337.0,38.0,94.0,0.8855524545020246,0.6595744680851063,0.626762187088274,0.6119047619047618,0.6026880387782643,0.626762187088274,0.7587021470058826
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,3,337.0,38.0,94.0,0.889548548992644,0.6702127659574468,0.5737977602108036,0.5702986279257466,0.6010164299637983,0.5737977602108036,0.7735413719606922
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,4,337.0,38.0,94.0,0.813022016210759,0.5957446808510638,0.6577380952380952,0.5779040914074672,0.5837623337623338,0.6577380952380952,0.8059273207299523
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,5,338.0,38.0,93.0,0.7784344688538583,0.6666666666666666,0.6624505928853756,0.6490190229999336,0.6380718954248367,0.6624505928853756,0.8000589375875418
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,summary_mean,mean,,,,,0.6163120567375886,0.6037808206286468,0.5766899133592531,0.5828855173636244,0.6037808206286468,0.7758364048658792
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,summary_std,std,,,,,0.06906796495852398,0.06154246006334002,0.058297307931353105,0.050204663411324596,0.06154246006334002,0.024527326573797907
