foundation_model,train_mode,reduction,source,raw_mode,sensor_filter,epochs,batch_size,lr,weight_decay,cv_folds,row_type,fold,n_train,n_val,n_test,test_loss,accuracy,balanced_accuracy,f1,precision,recall,roc_auc
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,1,255.0,29.0,71.0,0.43220997948042106,0.8450704225352113,0.8335227272727272,0.798970398970399,0.7795238095238095,0.8335227272727272,0.8977272727272727
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,2,255.0,29.0,71.0,0.4888261606995489,0.7887323943661971,0.775,0.7348767737117252,0.7192028985507246,0.775,0.8818181818181818
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,3,255.0,29.0,71.0,0.48410092273228605,0.8309859154929577,0.8022727272727272,0.7767295597484276,0.7607843137254902,0.8022727272727272,0.8465909090909091
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,4,255.0,29.0,71.0,0.5122972046825248,0.8450704225352113,0.8113636363636363,0.7914552736982643,0.7773279352226721,0.8113636363636363,0.925
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,fold,5,255.0,29.0,71.0,0.45109712405943536,0.7605633802816901,0.8482142857142857,0.7296752519596865,0.734375,0.8482142857142857,0.9142857142857143
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,summary_mean,mean,,,,,0.8140845070422534,0.8140746753246753,0.7663414516177005,0.7542427914045392,0.8140746753246753,0.8930844155844155
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,acceleration,50,8,0.0001,0.0001,5,summary_std,std,,,,,0.03380281690140846,0.025366141543113965,0.02876699917774941,0.02382170641674244,0.025366141543113965,0.027489015577121436
