lr,batch_size,epochs,weight_decay,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std
0.001,16,30,0.0,0.5480896819949669,0.05013107607704294,0.49191809398331143,0.022609117398085604,0.48228993438684215,0.02958166164866622,0.5318575292902049,0.08303375395482633,0.49191809398331143,0.022609117398085604,0.6901148607265457,0.03332161061013664
0.001,32,30,0.0,0.6036147334706017,0.05019940592815837,0.5242523056653492,0.06587649999908522,0.5203726854627295,0.07124238869630936,0.542135161198791,0.08409483253964507,0.5242523056653492,0.06587649999908522,0.7082907059132202,0.03604601333886216
0.0005,16,30,0.0,0.5885380919698009,0.07328960702931993,0.49115785181002564,0.054750356855752726,0.4871910594957131,0.06145768635001687,0.5682419897521396,0.10003285639021801,0.49115785181002564,0.054750356855752726,0.7005048353507357,0.042289543271430835
0.0005,32,30,0.0,0.5308625028597576,0.12279510482857507,0.5135348829914047,0.08563413569906128,0.45062874237665673,0.11472056387421013,0.5123295431084757,0.12165034141437937,0.5135348829914047,0.08563413569906128,0.6799795110893913,0.0482768431612015
