lr,batch_size,epochs,weight_decay,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std
0.001,16,30,0.0,0.6974358974358974,0.05415054379985352,0.5809683794466403,0.03462006125929407,0.5777121222742954,0.0403990924890205,0.6654883484338475,0.1160503192707528,0.5809683794466403,0.03462006125929407,0.6550522303783174,0.05593625139946888
0.001,32,30,0.0,0.6974358974358974,0.03680179511386491,0.583961038961039,0.06655899357456142,0.5807533416742674,0.0738525495328774,0.6026631642009892,0.0703356385644402,0.583961038961039,0.06655899357456142,0.636120835686053,0.0638087465509072
0.0005,16,30,0.0,0.7102564102564103,0.04181924725717972,0.5929545454545455,0.06927820158799305,0.5852946891734808,0.08312361180930933,0.6392328934817784,0.07122138844199849,0.5929545454545455,0.06927820158799305,0.7010798983625071,0.0831548611944004
0.0005,32,30,0.0,0.6820512820512821,0.07536891516255931,0.5906945228684359,0.06640199432784044,0.5822567275690054,0.07782310499690819,0.6154500097806622,0.0682803910367569,0.5906945228684359,0.06640199432784044,0.6661236589497459,0.052072005224326125
