foundation_model,train_mode,reduction,source,raw_mode,sensor_filter,epochs,batch_size,lr,weight_decay,cv_folds,row_type,fold,n_train,n_val,n_test,test_loss,accuracy,balanced_accuracy,f1,precision,recall,roc_auc
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,rotation,50,16,0.0001,0.0001,5,fold,1,280.0,32.0,78.0,0.6461768081554999,0.7051282051282052,0.6138339920948617,0.6195121951219512,0.6333333333333333,0.6138339920948617,0.6727272727272727
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,rotation,50,16,0.0001,0.0001,5,fold,2,280.0,32.0,78.0,0.6483112298525296,0.6666666666666666,0.6245059288537549,0.6173584905660378,0.6143790849673203,0.6245059288537549,0.6916996047430831
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,rotation,50,16,0.0001,0.0001,5,fold,3,280.0,32.0,78.0,0.6144209091479962,0.5897435897435898,0.6332015810276679,0.5797979797979798,0.6119601328903654,0.6332015810276679,0.7533596837944665
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,rotation,50,16,0.0001,0.0001,5,fold,4,280.0,32.0,78.0,0.6640201929288033,0.5512820512820513,0.6059288537549407,0.5452273863068466,0.5910326086956521,0.6059288537549407,0.6861660079051384
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,rotation,50,16,0.0001,0.0001,5,fold,5,280.0,32.0,78.0,0.7058971998019096,0.7564102564102564,0.609577922077922,0.6175483870967742,0.717391304347826,0.609577922077922,0.6704545454545455
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,rotation,50,16,0.0001,0.0001,5,summary_mean,mean,,,,,0.6538461538461539,0.6174096555618295,0.5958888877779179,0.6336192928468994,0.6174096555618295,0.6948814229249012
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,rotation,50,16,0.0001,0.0001,5,summary_std,std,,,,,0.07475579352365769,0.010056562367661387,0.02937224354868395,0.04397899989773534,0.010056562367661387,0.030309299345806853
