foundation_model,train_mode,reduction,source,raw_mode,sensor_filter,epochs,batch_size,lr,weight_decay,cv_folds,row_type,fold,n_train,n_val,n_test,test_loss,accuracy,balanced_accuracy,f1,precision,recall,roc_auc
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,both,50,16,0.0005,0.0001,5,fold,1,255.0,29.0,71.0,0.4817985153534043,0.8450704225352113,0.7227272727272727,0.7484702093397746,0.796969696969697,0.7227272727272727,0.9102272727272728
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,both,50,16,0.0005,0.0001,5,fold,2,255.0,29.0,71.0,0.49957900231992697,0.8591549295774648,0.7318181818181818,0.7645888594164456,0.8344262295081968,0.7318181818181818,0.9375
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,both,50,16,0.0005,0.0001,5,fold,3,255.0,29.0,71.0,0.4545289848891782,0.7605633802816901,0.7789772727272728,0.716466995536763,0.7066498316498316,0.7789772727272728,0.8715909090909091
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,both,50,16,0.0005,0.0001,5,fold,4,255.0,29.0,71.0,0.28524949580011233,0.9014084507042254,0.8477272727272727,0.8555652426620168,0.8642857142857143,0.8477272727272727,0.9681818181818183
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,both,50,16,0.0005,0.0001,5,fold,5,255.0,29.0,71.0,0.45612390444312295,0.8450704225352113,0.7797619047619048,0.7730310956117408,0.7670454545454546,0.7797619047619048,0.8857142857142857
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,both,50,16,0.0005,0.0001,5,summary_mean,mean,,,,,0.8422535211267606,0.7722023809523809,0.7716244805133482,0.7938753853917789,0.7722023809523809,0.9146428571428572
AutonLab/MOMENT-1-small,linear_probe,concat,preprocessed,split,both,50,16,0.0005,0.0001,5,summary_std,std,,,,,0.0457692304486533,0.044465098020794215,0.046208221136233275,0.05466205732033015,0.044465098020794215,0.03492477398758646
