foundation_model,train_mode,reduction,source,raw_mode,sensor_filter,epochs,batch_size,lr,weight_decay,cv_folds,row_type,fold,n_train,n_val,n_test,test_loss,accuracy,balanced_accuracy,f1,precision,recall,roc_auc
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,16,0.0005,0.0001,5,fold,1,255.0,29.0,71.0,0.39001789647088925,0.8450704225352113,0.8556818181818182,0.8055763007219319,0.7835144927536233,0.8556818181818182,0.8999999999999999
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,16,0.0005,0.0001,5,fold,2,255.0,29.0,71.0,0.5370360654844365,0.8169014084507042,0.7267045454545454,0.7317640220866027,0.7375,0.7267045454545454,0.8670454545454546
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,16,0.0005,0.0001,5,fold,3,255.0,29.0,71.0,0.5101895269373773,0.8169014084507042,0.7710227272727272,0.7535380507343123,0.7413967611336032,0.7710227272727272,0.8534090909090909
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,16,0.0005,0.0001,5,fold,4,255.0,29.0,71.0,0.3692407851487818,0.8732394366197183,0.8295454545454546,0.8223519599666389,0.8159041394335512,0.8295454545454546,0.9431818181818181
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,16,0.0005,0.0001,5,fold,5,255.0,29.0,71.0,0.3184164432992398,0.8873239436619719,0.8309523809523809,0.8309523809523809,0.8309523809523809,0.8309523809523809,0.9500000000000001
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,16,0.0005,0.0001,5,summary_mean,mean,,,,,0.847887323943662,0.8027813852813853,0.7888365428923733,0.7818535548546317,0.8027813852813853,0.9027272727272727
AutonLab/MOMENT-1-small,linear_probe,concat,raw,split,acceleration,50,16,0.0005,0.0001,5,summary_std,std,,,,,0.028726870499114272,0.04712679517699014,0.039193118449821845,0.03788637152189728,0.04712679517699014,0.038946615295493994
